path,type,family,purpose,inputs,outputs,imports,callers,hard_coded_paths,status,uncertainty,syntax
experiments/traqid_pretraining_v1/scripts/17_train_tabular_context_only_baseline.py,py,TRAQID,17 train tabular context only baseline,experiments/traqid_pretraining_v1/data/processed/traqid_T7_front_sequence_manifest_purged_block_split.csv,experiments/traqid_pretraining_v1/reports/tabular_context_only_purged_block | experiments/traqid_pretraining_v1/figures/tabular_context_only_purged_block,__future__ | argparse | json | math | pathlib | matplotlib.pyplot | numpy | pandas | scipy.stats | sklearn.compose | sklearn.dummy | sklearn.ensemble | sklearn.impute | sklearn.linear_model | sklearn.metrics | sklearn.pipeline | sklearn.preprocessing,,,active or historical; uncertain,medium: inferred from static code and naming,ok
experiments/traqid_pretraining_v1/scripts/18_make_traqid_ppt_graphs.py,py,TRAQID,18 make traqid ppt graphs,experiments/traqid_pretraining_v1 | data/processed/traqid_paired_manifest_with_splits.csv | data/processed/traqid_T7_front_sequence_manifest.csv,data/processed/traqid_T7_front_sequence_manifest_purged_block_split.csv | reports/t7_supervised_front_rear_mean_gru_tabular_fusion_purged_block | reports/t7_gru_tabular_fusion_date_safe_clipped | figures/ppt_final_traqid,__future__ | json | pathlib | matplotlib.pyplot | numpy | pandas,,,active or historical; uncertain,medium: inferred from static code and naming,ok
experiments/traqid_pretraining_v1/scripts/18_train_balanced_date_grouped_cv_gru_tabular.py,py,TRAQID,18 train balanced date grouped cv gru tabular,experiments/traqid_pretraining_v1/ | data/processed/balanced_date_grouped_T7_cv/ | data/processed/traqid_paired_manifest_with_splits.csv | embeddings/paper_style_cnn/,models/pm25_balanced_date_grouped_T7_gru_tabular_cv | reports/pm25_balanced_date_grouped_T7_gru_tabular_cv | figures/pm25_balanced_date_grouped_T7_gru_tabular_cv,__future__ | argparse | json | math | random | pathlib | joblib | matplotlib.pyplot | numpy | pandas | torch | scipy.stats | sklearn.compose | sklearn.impute | sklearn.metrics | sklearn.pipeline | sklearn.preprocessing | torch.utils.data | tqdm,,,active or historical; uncertain,medium: inferred from static code and naming,ok
experiments/traqid_pretraining_v1/scripts/18_train_pm25_balanced_date_grouped_cv_gru.py,py,TRAQID,18 train pm25 balanced date grouped cv gru,,,,,,active or historical; uncertain,medium: inferred from static code and naming,ok
experiments/traqid_pretraining_v1/scripts/19_build_paper_style_T_sequence_manifest.py,py,TRAQID,19 build paper style T sequence manifest,experiments/traqid_pretraining_v1/data/processed/traqid_paired_manifest_with_splits.csv,experiments/traqid_pretraining_v1/data/processed/paper_style_sequences | experiments/traqid_pretraining_v1/reports/paper_style_sequences,__future__ | argparse | json | random | pathlib | numpy | pandas,,,active or historical; uncertain,medium: inferred from static code and naming,ok
experiments/traqid_pretraining_v1/scripts/19_train_pm25_balanced_date_grouped_yolo_road_tabular.py,py,TRAQID,19 train pm25 balanced date grouped yolo road tabular,experiments/traqid_pretraining_v1/data/processed/traqid_paired_manifest_with_splits.csv | experiments/traqid_pretraining_v1/data/processed/balanced_date_grouped_T7_cv/balanced_date_fold_assignment.csv,experiments/traqid_pretraining_v1/pipeline_validation/outputs/traqid_yolo_advanced_features_front.csv | experiments/traqid_pretraining_v1/pipeline_validation/outputs/traqid_road_features_front.csv | experiments/traqid_pretraining_v1/reports/pm25_balanced_date_grouped_yolo_road_tabular_cv,__future__ | argparse | json | pathlib | joblib | numpy | pandas | sklearn.compose | sklearn.ensemble | sklearn.impute | sklearn.linear_model | sklearn.metrics | sklearn.pipeline | sklearn.preprocessing,,,active or historical; uncertain,medium: inferred from static code and naming,ok
experiments/traqid_pretraining_v1/scripts/20_extract_paper_cnn_features.py,py,TRAQID,20 extract paper cnn features,experiments/traqid_pretraining_v1/data/processed/traqid_paired_manifest_with_splits.csv,experiments/traqid_pretraining_v1/embeddings/paper_style_cnn | experiments/traqid_pretraining_v1/reports/paper_style_cnn_features,__future__ | argparse | json | pathlib | numpy | pandas | torch | PIL | torch.utils.data | torchvision | tqdm,,,active or historical; uncertain,medium: inferred from static code and naming,ok
experiments/traqid_pretraining_v1/scripts/20_grouped_date_feature_ablation.py,py,TRAQID,20 grouped date feature ablation,data/processed/,,__future__ | argparse | json | pathlib | numpy | pandas | sklearn.compose | sklearn.ensemble | sklearn.impute | sklearn.metrics | sklearn.pipeline | sklearn.preprocessing,,,active or historical; uncertain,medium: inferred from static code and naming,ok
experiments/traqid_pretraining_v1/scripts/21_train_paper_cnn_lstm_multitarget.py,py,TRAQID,21 train paper cnn lstm multitarget,,experiments/traqid_pretraining_v1/models/paper_cnn_lstm | experiments/traqid_pretraining_v1/reports/paper_cnn_lstm | experiments/traqid_pretraining_v1/figures/paper_cnn_lstm,__future__ | argparse | json | math | pathlib | matplotlib.pyplot | numpy | pandas | torch | scipy.stats | sklearn.metrics | torch.utils.data | tqdm,,,active or historical; uncertain,medium: inferred from static code and naming,ok
experiments/traqid_pretraining_v1/scripts/22_fuse_paper_front_rear_features.py,py,TRAQID,22 fuse paper front rear features,,,__future__ | argparse | json | pathlib | numpy,,,active or historical; uncertain,medium: inferred from static code and naming,ok
experiments/traqid_pretraining_v1/scripts/23_train_paper_cnn_lstm_tabular_fusion.py,py,TRAQID,23 train paper cnn lstm tabular fusion,,experiments/traqid_pretraining_v1/models/paper_cnn_lstm_tabular_fusion | experiments/traqid_pretraining_v1/reports/paper_cnn_lstm_tabular_fusion | experiments/traqid_pretraining_v1/figures/paper_cnn_lstm_tabular_fusion,__future__ | argparse | json | math | pathlib | matplotlib.pyplot | numpy | pandas | torch | scipy.stats | sklearn.metrics | sklearn.preprocessing | torch.utils.data | tqdm,,,active or historical; uncertain,medium: inferred from static code and naming,ok
experiments/traqid_pretraining_v1/scripts/24_make_paper_final_assets.py,py,TRAQID,24 make paper final assets,,experiments/traqid_pretraining_v1 | reports/paper_final | figures/paper_final | reports/paper_cnn_lstm_tabular_fusion/twofold_average_summary.csv | reports/paper_cnn_lstm_tabular_fusion/t_sweep_summary/t_sweep_random_split_summary.csv,__future__ | json | re | pathlib | matplotlib.pyplot | pandas,,,current evidence,medium: inferred from static code and naming,ok
experiments/traqid_pretraining_v1/scripts/25_make_corrected_final_paper_tables.py,py,TRAQID,25 make corrected final paper tables,,experiments/traqid_pretraining_v1 | reports/paper_final | figures/paper_final | reports/paper_cnn_lstm | reports/paper_cnn_lstm_tabular_fusion_final80 | reports/paper_cnn_lstm_tabular_fusion,__future__ | json | pathlib | matplotlib.pyplot | pandas,,,active or historical; uncertain,medium: inferred from static code and naming,ok
experiments/traqid_pretraining_v1/scripts/26_train_tabular_only_multitarget_baseline.py,py,TRAQID,26 train tabular only multitarget baseline,experiments/traqid_pretraining_v1/data/processed/paper_style_sequences/traqid_paper_style_T7_front_sequence_manifest.csv | experiments/traqid_pretraining_v1/data/processed/traqid_paired_manifest_with_splits.csv,experiments/traqid_pretraining_v1/reports/tabular_only_multitarget,__future__ | argparse | json | math | pathlib | numpy | pandas | scipy.stats | sklearn.ensemble | sklearn.linear_model | sklearn.metrics | sklearn.multioutput | sklearn.pipeline | sklearn.preprocessing | sklearn.compose | sklearn.neural_network,,,active or historical; uncertain,medium: inferred from static code and naming,ok
experiments/traqid_pretraining_v1/scripts/28_analyze_sequence_overlap_leakage.py,py,TRAQID,28 analyze sequence overlap leakage,experiments/traqid_pretraining_v1/data/processed/paper_style_sequences/traqid_paper_style_T7_front_sequence_manifest.csv | experiments/traqid_pretraining_v1/data/processed/paper_style_sequences/traqid_paper_style_T7_front_sequence_manifest_purged_block_compatible_clean.csv,experiments/traqid_pretraining_v1/reports/paper_diagnostics/sequence_overlap,__future__ | argparse | json | pathlib | pandas,,,active or historical; uncertain,medium: inferred from static code and naming,ok
experiments/traqid_pretraining_v1/scripts/29_check_purged_block_time_confounds.py,py,TRAQID,29 check purged block time confounds,experiments/traqid_pretraining_v1,data/processed/paper_style_sequences/traqid_paper_style_T7_front_sequence_manifest_purged_block_compatible_clean.csv | reports/paper_diagnostics/purged_time_confound | figures/paper_diagnostics/purged_time_confound,__future__ | json | pathlib | numpy | pandas | matplotlib.pyplot | scipy.stats,,,active or historical; uncertain,medium: inferred from static code and naming,ok
experiments/traqid_pretraining_v1/scripts/30_build_time_balanced_purged_split.py,py,TRAQID,30 build time balanced purged split,experiments/traqid_pretraining_v1 | data/processed/paper_style_sequences/traqid_paper_style_T7_front_sequence_manifest.csv | data/processed/paper_style_sequences/traqid_paper_style_T7_front_sequence_manifest_time_balanced_purged.csv,,__future__ | pathlib | numpy | pandas,,,current evidence,medium: inferred from static code and naming,ok
experiments/traqid_pretraining_v1/scripts/31_make_naive_baseline_split_table.py,py,TRAQID,31 make naive baseline split table,data/processed/paper_style_sequences/traqid_paper_style_T7_front_sequence_manifest_time_balanced_purged.csv | data/processed/paper_style_sequences/traqid_paper_style_T7_front_sequence_manifest.csv,experiments/traqid_pretraining_v1 | reports/paper_diagnostics/naive_baselines | reports/paper_cnn_lstm_tabular_fusion/traqid_paper_resnet50_front_rear_concat_gap_traqid_paper_style_T7_front_sequence_manifest_split_chrono_date_tabular_fusion/metrics_paper_cnn_lstm_tabular_fusion.json,__future__ | json | math | pathlib | numpy | pandas | sklearn.metrics,,,active or historical; uncertain,medium: inferred from static code and naming,ok
experiments/traqid_pretraining_v1/scripts/31_sequence_overlap_diagnostic.py,py,TRAQID,31 sequence overlap diagnostic,,,argparse | math | pathlib | collections | numpy | pandas,,,active or historical; uncertain,medium: inferred from static code and naming,ok
experiments/traqid_pretraining_v1/scripts/32_make_final_validation_ladder_table.py,py,TRAQID,32 make final validation ladder table,,experiments/traqid_pretraining_v1 | reports/paper_final | figures/paper_final | reports/paper_cnn_lstm_tabular_fusion_final80/traqid_paper_resnet50_front_rear_concat_gap_traqid_paper_style_T7_front_sequence_manifest_split_random_tabular_fusion/metrics_paper_cnn_lstm_tabular_fusion.json | reports/paper_cnn_lstm_tabular_fusion/twofold_average_summary.csv | reports/paper_cnn_lstm_tabular_fusion/traqid_paper_resnet50_front_rear_concat_gap_traqid_paper_style_T7_front_sequence_manifest_split_chrono_date_tabular_fusion/metrics_paper_cnn_lstm_tabular_fusion.json,__future__ | json | pathlib | pandas | matplotlib.pyplot,,,active or historical; uncertain,medium: inferred from static code and naming,ok
experiments/traqid_pretraining_v1/scripts/33_train_embedding_classical_baselines.py,py,TRAQID,33 train embedding classical baselines,experiments/traqid_pretraining_v1/data/processed/paper_style_sequences/traqid_paper_style_T7_front_sequence_manifest_time_balanced_purged.csv | experiments/traqid_pretraining_v1/data/processed/traqid_paired_manifest_with_splits.csv | experiments/traqid_pretraining_v1/embeddings/paper_style_cnn/traqid_paper_resnet50_front_rear_concat_gap_features.npy,experiments/traqid_pretraining_v1/reports/embedding_classical_baselines,__future__ | argparse | json | math | time | pathlib | numpy | pandas | scipy.stats | sklearn.decomposition | sklearn.ensemble | sklearn.linear_model | sklearn.metrics | sklearn.multioutput | sklearn.neural_network | sklearn.preprocessing,,,active or historical; uncertain,medium: inferred from static code and naming,ok
scripts/modeling/07_build_traqid_engineered_T7_sequence_table.py,py,TRAQID,07 build traqid engineered T7 sequence table,experiments/traqid_pretraining_v1/data/processed/traqid_paired_manifest_with_splits.csv | experiments/traqid_pretraining_v1/data/processed/traqid_engineered_T7_sequence_table.csv,experiments/traqid_pretraining_v1/pipeline_validation/outputs/traqid_yolo_advanced_features_front.csv | experiments/traqid_pretraining_v1/pipeline_validation/outputs/traqid_road_features_front.csv,argparse | pathlib | numpy | pandas,,,active or historical; uncertain,medium: inferred from static code and naming,ok
scripts/modeling/08_train_traqid_T7_engineered_baselines.py,py,TRAQID,08 train traqid T7 engineered baselines,experiments/traqid_pretraining_v1/data/processed/traqid_engineered_T7_sequence_table.csv,experiments/traqid_pretraining_v1/reports/traqid_T7_engineered_baselines,argparse | pathlib | numpy | pandas | sklearn.ensemble | sklearn.impute | sklearn.linear_model | sklearn.metrics | sklearn.multioutput | sklearn.pipeline | sklearn.preprocessing,,,active or historical; uncertain,medium: inferred from static code and naming,ok
scripts/modeling/10_train_traqid_T7_resnet50_gru_paper_style.py,py,TRAQID,10 train traqid T7 resnet50 gru paper style,experiments/traqid_pretraining_v1/data/processed/traqid_engineered_T7_sequence_table.csv | experiments/traqid_pretraining_v1/embeddings/paper_style_cnn/traqid_paper_resnet50_front_rear_concat_gap_features.npy,experiments/traqid_pretraining_v1/reports/t7_resnet50_concat_gru_paper_style_random,argparse | json | pathlib | numpy | pandas | torch | sklearn.metrics | sklearn.model_selection | sklearn.preprocessing | torch.utils.data,,,active or historical; uncertain,medium: inferred from static code and naming,ok
scripts/modeling/11_train_traqid_T7_resnet50_gru_pm25_only.py,py,TRAQID,11 train traqid T7 resnet50 gru pm25 only,experiments/traqid_pretraining_v1/data/processed/traqid_engineered_T7_sequence_table.csv | experiments/traqid_pretraining_v1/embeddings/paper_style_cnn/traqid_paper_resnet50_front_rear_concat_gap_features.npy,experiments/traqid_pretraining_v1/reports/pm25_only_resnet50_concat_gru_image_base_seed42,argparse | json | pathlib | numpy | pandas | torch | sklearn.metrics | sklearn.model_selection | sklearn.preprocessing | torch.utils.data,,,active or historical; uncertain,medium: inferred from static code and naming,ok
sequence_leakage_audit/analyze_traqid_manifest.py,py,TRAQID,analyze traqid manifest,experiments/traqid_pretraining_v1/data/processed/traqid_paired_manifest_with_splits.csv,experiments/traqid_pretraining_v1/reports/traqid_eda,argparse | pathlib | numpy | pandas | matplotlib.pyplot,,,active or historical; uncertain,medium: inferred from static code and naming,ok
sequence_leakage_audit/examples/traqid_t7_random.sh,sh,TRAQID,traqid t7 random,,,,,,active or historical; uncertain,medium: inferred from static code and naming,ok
outputs/reports/vehicle_detection_summary_281,directory,YOLO/IDD vehicles,Generated report/evaluation tree (4 files; .csv:2; .png:2),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
scripts/vehicle_detection/01_run_idd_detector_on_processed_frames.py,py,YOLO/IDD vehicles,Run fine-tuned IDD YOLO11m vehicle detector on preprocessed PM-density frames.,,outputs/features/processed_frame_manifest_preprocessed_v2.csv | models/detectors/yolo11m_idd15_v1_best.pt | outputs/features/idd_vehicle_detections_frame_level_v2.csv | outputs/features/idd_vehicle_detections_object_level_v2.csv | outputs/figures/idd_detector_annotations,pathlib | argparse | cv2 | pandas | ultralytics,,,active or historical; uncertain,medium: inferred from static code and naming,ok
src/pollution_proxy/traffic_proxy.py,py,YOLO/IDD vehicles,traffic proxy,,,,,,active or historical; uncertain,medium: inferred from static code and naming,ok
src/vehicle_detection/__init__.py,py,YOLO/IDD vehicles,  init  ,,,,,,active or historical; uncertain,medium: inferred from static code and naming,ok
src/vehicle_detection/audit.py,py,YOLO/IDD vehicles,audit,,,,,,active or historical; uncertain,medium: inferred from static code and naming,ok
src/vehicle_detection/detector.py,py,YOLO/IDD vehicles,detector,,,typing | cv2 | ultralytics | src.config,,,active or historical; uncertain,medium: inferred from static code and naming,ok
